Origin_Country_Cd,Origin_Route_City_Cd,Origin_Route_City_Nm,Origin_Area_Cd,Origin_Area_Nm,Meas_Type_Cd,Item_Id,Tag_Id,Planned_Drop_Date,Drop_Date,Dest_Country_Cd,Dest_Route_City_Cd,Dest_Route_City_Nm,Dest_Area_Cd,Dest_Area_Nm,Rcv_Date,Validated,Valid,Read_Dt,Read_Day,Site_Country_Cd,Site_Cd,Site_Nm,Site_Area_Nm,Reader,Reader_Id,Reader_Pse,Is_For_TD,FIR_PMC,Deletion_Reason_Cd,Deletion_Reason_Detail,TP_Read_After_Delivery,Has_TD_Read,Nr_Reads_Btw_Drop_And_Rcv,Nr_Reads_After_Delivery
MK,MKGVL,Gevgelija,MKGCT,Gevgelija,E2E,MK180107CU,J5GJ0001800092337,2018-08-08,2018-08-08,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-28 14:56:06.4500000,Tuesday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,66,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137UY,J5GJ0001800076887,2018-08-24,2018-08-24,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-09-18,1,1,2018-08-29 11:04:40.2040000,Wednesday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,8,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137UY,J5GJ0001800076887,2018-08-24,2018-08-24,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-09-18,1,1,2018-08-29 11:08:18.5340000,Wednesday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,8,0
CR,CRSJO,San José,CRSJO,San José,E2E,CR180327CU,J5GJ0001800076224,2018-08-27,2018-08-27,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-08-29 23:10:10.3800000,Wednesday,CR,CRSJOA,Centro Tratamiento Postal Zapote,San José,,J11DJ0001000000060,Reader at the office exit,1,0,,,0,1,10,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180135CU,J5GJ0001800092365,2018-08-07,2018-08-07,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-08-30 02:35:12.0000000,Thursday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,17,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180068CU,J5GJ0001800092303,2018-08-21,2018-08-21,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-08-30 02:35:13.0000000,Thursday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,41,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180139CU,J5GJ0001800092369,2018-08-21,2018-08-21,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-08-30 02:35:13.0000000,Thursday,AT,ATVIEA,1300 AMU WIEN FLUGHAFEN,Wien,ATVIEA RP2@62,J11DJ0001500000121,Reader at office entrance and exit,1,0,,,0,1,12,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180102MK,J5GJ0001800091972,2018-08-14,2018-08-14,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-10-04,1,1,2018-08-30 08:24:42.7540000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,11,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180104MK,J5GJ0001800091974,2018-08-16,2018-08-16,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-10-04,1,1,2018-08-30 08:24:42.9630000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,30,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180132MK,J5GJ0001800092002,2018-08-09,2018-08-09,MK,MKSKP,Skopje,MKSKP,Skopje,2018-10-03,0,1,2018-08-30 08:24:43.5560000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,62,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180133MK,J5GJ0001800092003,2018-08-13,2018-08-13,MK,MKSKP,Skopje,MKSKP,Skopje,2018-10-03,0,1,2018-08-30 08:24:43.9540000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,43,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180106MK,J5GJ0001800091976,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,2018-10-03,0,1,2018-08-30 08:24:52.9800000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,11,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180110CU,J5GJ0001800077220,2018-08-21,2018-08-21,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 08:42:26.4880000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,6,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180108CU,J5GJ0001800077218,2018-08-16,2018-08-16,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 08:43:35.5250000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180108CU,J5GJ0001800077218,2018-08-16,2018-08-16,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 08:43:38.2450000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180110CU,J5GJ0001800077220,2018-08-21,2018-08-21,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 08:43:38.2760000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,6,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180100MK,J5GJ0001800091970,2018-08-08,2018-08-08,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-08-30 08:56:04.4030000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,6,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180132MK,J5GJ0001800092002,2018-08-09,2018-08-09,MK,MKSKP,Skopje,MKSKP,Skopje,2018-10-03,0,1,2018-08-30 08:56:05.2300000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,62,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180102MK,J5GJ0001800091972,2018-08-14,2018-08-14,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-10-04,1,1,2018-08-30 08:56:05.5140000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,11,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180104MK,J5GJ0001800091974,2018-08-16,2018-08-16,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-10-04,1,1,2018-08-30 08:56:05.7960000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,30,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180106MK,J5GJ0001800091976,2018-08-22,2018-08-22,MK,MKSKP,Skopje,MKSKP,Skopje,2018-10-03,0,1,2018-08-30 08:56:05.8950000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,11,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180133MK,J5GJ0001800092003,2018-08-13,2018-08-13,MK,MKSKP,Skopje,MKSKP,Skopje,2018-10-03,0,1,2018-08-30 08:56:35.3810000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,43,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180144CU,J5GJ0001800092384,2018-08-14,2018-08-14,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 09:01:59.2210000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,26,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180138CU,J5GJ0001800092368,2018-08-16,2018-08-16,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 09:13:36.7640000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,25,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180064CU,J5GJ0001800092307,2018-08-06,2018-08-06,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 09:13:39.5260000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,24,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180064CU,J5GJ0001800092307,2018-08-06,2018-08-06,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 09:13:39.5300000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,24,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180138CU,J5GJ0001800092368,2018-08-16,2018-08-16,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 09:59:58.1630000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,25,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180144CU,J5GJ0001800092384,2018-08-14,2018-08-14,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 09:59:59.5920000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,26,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180144CU,J5GJ0001800092384,2018-08-14,2018-08-14,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 09:59:59.6080000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,26,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180138CU,J5GJ0001800092368,2018-08-16,2018-08-16,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 10:00:00.5780000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,25,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180064CU,J5GJ0001800092307,2018-08-06,2018-08-06,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 10:00:06.2610000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,24,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180064CU,J5GJ0001800092307,2018-08-06,2018-08-06,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 10:00:06.2650000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,24,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180144CU,J5GJ0001800092384,2018-08-14,2018-08-14,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 10:00:12.2250000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,26,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180138CU,J5GJ0001800092368,2018-08-16,2018-08-16,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 10:00:12.9450000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,25,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180064CU,J5GJ0001800092307,2018-08-06,2018-08-06,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 11:53:14.2280000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,24,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180064CU,J5GJ0001800092307,2018-08-06,2018-08-06,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 11:53:14.2830000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,24,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180144CU,J5GJ0001800092384,2018-08-14,2018-08-14,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 11:53:14.3610000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,26,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180144CU,J5GJ0001800092384,2018-08-14,2018-08-14,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 11:53:14.5110000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,26,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180144CU,J5GJ0001800092384,2018-08-14,2018-08-14,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 13:36:00.3670000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,26,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180144CU,J5GJ0001800092384,2018-08-14,2018-08-14,CU,CUHAV,Havana,CUHCT,Habana,2018-09-06,1,1,2018-08-30 13:47:05.2720000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,26,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180101BO,J5GJ0001800050583,2018-08-20,2018-08-20,BO,BOLPB,La Paz,BOLPB,La Paz,,0,1,2018-08-31 07:06:05.4680000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,2,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180132BO,J5GJ0001800050552,2018-08-17,2018-08-17,BO,BOLPB,La Paz,BOLPB,La Paz,,0,1,2018-08-31 07:34:17.1280000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,5,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180131BO,J5GJ0001800050551,2018-08-17,2018-08-17,BO,BOLPB,La Paz,BOLPB,La Paz,,0,1,2018-08-31 07:34:17.8440000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,4,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180111UY,J5GJ0001800076861,2018-08-21,2018-08-21,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-09-18,1,1,2018-08-31 07:48:41.3460000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,4,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180110UY,J5GJ0001800076860,2018-08-20,2018-08-20,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-09-18,1,1,2018-08-31 07:52:42.9950000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,2,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180131BO,J5GJ0001800050551,2018-08-17,2018-08-17,BO,BOLPB,La Paz,BOLPB,La Paz,,0,1,2018-08-31 07:54:00.2530000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,4,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180132BO,J5GJ0001800050552,2018-08-17,2018-08-17,BO,BOLPB,La Paz,BOLPB,La Paz,,0,1,2018-08-31 07:54:00.2580000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,5,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180110UY,J5GJ0001800076860,2018-08-20,2018-08-20,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-09-18,1,1,2018-08-31 07:54:00.6190000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,2,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180101BO,J5GJ0001800050583,2018-08-20,2018-08-20,BO,BOLPB,La Paz,BOLPB,La Paz,,0,1,2018-08-31 07:54:32.4290000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,2,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180111UY,J5GJ0001800076861,2018-08-21,2018-08-21,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-09-18,1,1,2018-08-31 07:54:32.4850000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,4,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180136MK,J5GJ0001800092006,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-08-31 08:24:01.8150000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,12,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180140MK,J5GJ0001800092010,2018-08-24,2018-08-24,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-09-26,1,1,2018-08-31 08:24:21.2480000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,171,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137UY,J5GJ0001800076887,2018-08-24,2018-08-24,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-09-18,1,1,2018-08-31 08:24:21.3640000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,8,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180140MK,J5GJ0001800092010,2018-08-24,2018-08-24,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-09-26,1,1,2018-08-31 08:24:21.4680000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,171,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180137UY,J5GJ0001800076887,2018-08-24,2018-08-24,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-09-18,1,1,2018-08-31 08:24:25.9980000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,8,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180136MK,J5GJ0001800092006,2018-08-21,2018-08-21,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,2018-08-31 08:24:36.3840000,Friday,CU,CUHAVA,HAVANA OCI,Habana,RP3,J11DJ0001700000048,Reader at the office entrance,1,0,,,0,1,12,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-01 10:16:53.6410000,Saturday,MK,MKSKPB,OE 1003 SKOPJE B,Skopje,Gate 3 - 1003 OE Entry,J11DJ0001700000253,Reader at the office entrance,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180135CU,J5GJ0001800092365,2018-08-07,2018-08-07,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-02 07:12:56.8750000,Sunday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,17,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180068CU,J5GJ0001800092303,2018-08-21,2018-08-21,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-09-02 07:12:57.6890000,Sunday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,41,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180068CU,J5GJ0001800092303,2018-08-21,2018-08-21,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-09-02 07:15:56.5160000,Sunday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,41,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180135CU,J5GJ0001800092365,2018-08-07,2018-08-07,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-02 07:15:56.8230000,Sunday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,17,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-02 17:54:03.0000000,Sunday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP93 Airside,J11DJ0001400000094,Reader at the office entrance,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-02 17:54:34.0000000,Sunday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP92 Airside,J11DJ0001400000093,Reader at the office entrance,1,0,,,0,1,33,0
MK,MKSKP,Skopje,MKSKP,Skopje,E2E,MK180143CU,J5GJ0001800092373,2018-08-31,2018-08-31,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-03 07:21:42.0000000,Monday,DE,DEFRAA,IPZ Frankfurt,Frankfurt am Main,DEFRAA RP65 Surface,J11DJ0001300000331,Reader at the office exit,1,0,,,0,1,33,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180113CU,J5GJ0001800077224,2018-08-23,2018-08-23,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-09-03 07:27:51.4430000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180114CU,J5GJ0001800077223,2018-08-27,2018-08-27,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-09-03 07:27:52.3090000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180114CU,J5GJ0001800077223,2018-08-27,2018-08-27,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-09-03 07:27:52.3630000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180112CU,J5GJ0001800077225,2018-08-23,2018-08-23,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-03 07:27:52.5290000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180117CU,J5GJ0001800077228,2018-08-29,2018-08-29,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-03 07:27:53.4750000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180111CU,J5GJ0001800077226,2018-08-22,2018-08-22,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-03 07:27:53.7110000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
CR,CRSJO,San José,CRSJO,San José,E2E,CR180325CU,J5GJ0001800076225,2018-08-23,2018-08-23,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-09-03 07:29:37.6200000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,6,0
CR,CRSJO,San José,CRSJO,San José,E2E,CR180325CU,J5GJ0001800076225,2018-08-23,2018-08-23,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-09-03 07:58:19.8550000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,6,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180112CU,J5GJ0001800077225,2018-08-23,2018-08-23,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-03 07:59:00.9540000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180111CU,J5GJ0001800077226,2018-08-22,2018-08-22,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-03 07:59:02.1860000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180113CU,J5GJ0001800077224,2018-08-23,2018-08-23,CU,CUHAV,Havana,CUHCT,Habana,2018-09-13,1,1,2018-09-03 07:59:02.7170000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
UY,UYMVD,Montevideo,UYMVD,Montevideo,E2E,UY180117CU,J5GJ0001800077228,2018-08-29,2018-08-29,CU,CUHAV,Havana,CUHCT,Habana,,0,1,2018-09-03 07:59:02.7290000,Monday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,4,0
