Origin_Country_Cd,Origin_Route_City_Cd,Origin_Route_City_Nm,Origin_Area_Cd,Origin_Area_Nm,Meas_Type_Cd,Item_Id,Tag_Id,Planned_Drop_Date,Drop_Date,Dest_Country_Cd,Dest_Route_City_Cd,Dest_Route_City_Nm,Dest_Area_Cd,Dest_Area_Nm,Rcv_Date,Validated,Valid,Read_Dt,Read_Day,Site_Country_Cd,Site_Cd,Site_Nm,Site_Area_Nm,Reader,Reader_Id,Reader_Pse,Is_For_TD,FIR_PMC,Deletion_Reason_Cd,Deletion_Reason_Detail,TP_Read_After_Delivery,Has_TD_Read,Nr_Reads_Btw_Drop_And_Rcv,Nr_Reads_After_Delivery
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180133MK,J5GJ0001800092003,2018-08-13,2018-08-13,MK,MKSKP,Skopje,MKSKP,Skopje,2018-10-03,0,1,2018-08-16 10:47:26.5740000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,43,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180135UY,J5GJ0001800076885,2018-08-14,2018-08-14,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-10-02,1,1,2018-08-16 10:48:04.3620000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,6,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180136UY,J5GJ0001800076886,2018-08-15,2018-08-15,UY,UYMVD,Montevideo,UYMVD,Montevideo,,0,1,2018-08-16 10:48:04.4200000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,8,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180135UY,J5GJ0001800076885,2018-08-14,2018-08-14,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-10-02,1,1,2018-08-16 10:48:12.5100000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,6,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180136UY,J5GJ0001800076886,2018-08-15,2018-08-15,UY,UYMVD,Montevideo,UYMVD,Montevideo,,0,1,2018-08-16 10:48:12.5680000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,8,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180133MK,J5GJ0001800092003,2018-08-13,2018-08-13,MK,MKSKP,Skopje,MKSKP,Skopje,2018-10-03,0,1,2018-08-16 10:50:03.6720000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,43,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180102MK,J5GJ0001800091972,2018-08-14,2018-08-14,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-10-04,1,1,2018-08-16 11:07:16.4460000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,11,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180102MK,J5GJ0001800091972,2018-08-14,2018-08-14,MK,MKGVL,Gevgelija,MKGCT,Gevgelija,2018-10-04,1,1,2018-08-16 11:07:20.9040000,Thursday,CU,CUHAVA,HAVANA OCI,Habana,RP1,J11DJ0001700000046,Reader at the office entrance,1,0,,,0,1,11,0
MK,MKGVL,Gevgelija,MKGCT,Gevgelija,E2E,MK180106CU,J5GJ0001800092336,2018-08-01,2018-08-01,CU,CUHAV,Havana,CUHCT,Habana,2018-08-01,0,1,2018-08-01 20:17:02.1060000,Wednesday,MK,MKSKPB,OE 1003 SKOPJE B,Skopje,Gate 2 - 1005 - Process Area Exit,J11DJ0001700000252,Process,0,0,,,0,0,2,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180056UY,J5GJ0001800076804,2018-08-07,2018-08-07,UY,UYMVD,Montevideo,UYMVD,Montevideo,2018-08-14,1,1,,,,,,,,,,0,0,,,,0,0,0
CU,CUHAV,Havana,CUHCT,Habana,E2E,CU180101MK,J5GJ0001800091971,2018-08-13,2018-08-13,MK,MKSKP,Skopje,MKSKP,Skopje,,0,1,,,,,,,,,,0,0,,,,0,0,0
